"KRS","OrganizationName","LegalForm","Representatives","RepresentativesID","ConnectedOrganizations"
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Wojciech Matuszny","1203184","'VENDING SERVICE HORZYK, MATUSZNY': '654314'"
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Stanisław Galej","84703",""
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Marek Kohut","950696",""
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Sławomir Suszka","1029093",""
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Eliasz Suszka","84707",""
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Andrzej Łacek","84708","'MATHIAS': '780014', 'AMG5': '872207', 'EDEN 5': '778697'"
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Łukasz Kajzar","84700",""
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Mateusz Krężelok","84705",""
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Mirosław Łacek","84706",""
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Paweł Matuszny","1389447","'ŚWIERKOWE CHATKI PAWEŁ MATUSZNY': '941353'"
"10000","""KLUB PIŁKARSKI ""TRÓJWIEŚ"" ISTEBNA""","stowarzyszenie kultury fizycznej o zasięgu ogólnokrajowym","Jacek Kohut","699699",""
"10001","""OLIMPIA""","spółka akcyjna","Aleksandra Wójcik","272330",""
"10001","""OLIMPIA""","spółka akcyjna","Amadeusz Raczkowski","399467",""
"10001","""OLIMPIA""","spółka akcyjna","Anna Raczkowska","392271",""
"10001","""OLIMPIA""","spółka akcyjna","Ryszard Raczkowski","1389448","'NAMYSŁOWSKIE TOWARZYSTWO GOSPODARCZE': '334292'"
"10002","""BIOMIN BIOTECH""","spółka z ograniczoną odpowiedzialnością","Raymond Smeets","3199303",""
"10002","""BIOMIN BIOTECH""","spółka z ograniczoną odpowiedzialnością","Krzysztof Haręza","3049643",""
"10002","""BIOMIN BIOTECH""","spółka z ograniczoną odpowiedzialnością","Agnieszka Lis","327475",""
"10003","""APTEKA ASKLEPIOS CIOTA""","spółka jawna","Emilia Ciota","1111741","'APTEKA POLSKICH FARMACEUTÓW BRACISIEWICZ': '670910', 'UNIVERSUM FARMA CIOTA, BOCHENEK-ROIK': '674542', 'FARM-MEDICA': '83617'"
"10003","""APTEKA ASKLEPIOS CIOTA""","spółka jawna","Jacek Modrzewski","1111742","'ŁABĘDZIA': '659636', 'APTEKA RODZINNA': '648293', 'MODRZEWSCY': '535400', 'FORTUNA FAMILIA CIOTA': '251378', 'FARM-POL MODRZEWSKI': '158127'"
"10003","""APTEKA ASKLEPIOS CIOTA""","spółka jawna","Tomasz Ciota","1111740","'FARM-MEDICA': '83617', 'FORTUNA FAMILIA CIOTA': '251378', 'FARM-POL MODRZEWSKI': '158127'"
"10007","""LUDOWY KLUB SPORTOWY ""ŁĄKA""""","stowarzyszenie kultury fizycznej","Rafał Kasiak","42380",""
