"KRS","OrganizationName","LegalForm","Representatives","RepresentativesID","ConnectedOrganizations"
"50001","""PRZEDSIĘBIORSTWO PRODUKCYJNO USŁUGOWO HANDLOWE DRIM WACŁAW DRWIĘGA""","spółka jawna","Monika Borczyk","1105851","'DRIM': '1061753', 'DRIM PRO': '1051083'"
"50001","""PRZEDSIĘBIORSTWO PRODUKCYJNO USŁUGOWO HANDLOWE DRIM WACŁAW DRWIĘGA""","spółka jawna","Anna Drwięga","1105848",""
"50001","""PRZEDSIĘBIORSTWO PRODUKCYJNO USŁUGOWO HANDLOWE DRIM WACŁAW DRWIĘGA""","spółka jawna","Wacław Drwięga","1298331","'DRIM': '1061753', 'DRIM PRO': '1051083', 'KROŚNIEŃSKI OKRĘGOWY ZWIĄZEK ŻEGLARSKI': '66211'"
"50004","""MIEJSKI ZAKŁAD ENERGETYKI CIEPLNEJ""","spółka z ograniczoną odpowiedzialnością","Jacek Cieślak","2162608",""
"50004","""MIEJSKI ZAKŁAD ENERGETYKI CIEPLNEJ""","spółka z ograniczoną odpowiedzialnością","Krystyna Kruk","2856332",""
"50004","""MIEJSKI ZAKŁAD ENERGETYKI CIEPLNEJ""","spółka z ograniczoną odpowiedzialnością","Ewelina Fabia Pardela","2172205",""
"50004","""MIEJSKI ZAKŁAD ENERGETYKI CIEPLNEJ""","spółka z ograniczoną odpowiedzialnością","Artur Grucel","1320076",""
"50005","""STRZELECKIE PRZEDSIĘBIORSTWO ROBÓT DROGOWYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W STRZELCACH OPOLSKICH""","spółka z ograniczoną odpowiedzialnością","Jarosław Sergot","1253928","'APP PROPERTY': '837551', 'APP INTERNATIONAL': '687591'"
"50005","""STRZELECKIE PRZEDSIĘBIORSTWO ROBÓT DROGOWYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W STRZELCACH OPOLSKICH""","spółka z ograniczoną odpowiedzialnością","Marcin Żurakowski","1570519","'WIELOSPECJALISTYCZNY SZPITAL POWIATOWY': '349762', 'ZAKŁAD PRODUKCJI KONSTRUKCJI ""MOSTOSTAL ROPCZYCE""': '98116', 'EUROS ROTOR SYSTEMS POLSKA': '262213', 'EUROS POLSKA': '244613', 'PRZEDSIĘBIORSTWO TRANSPORTOWO-HANDLOWO-USŁUGOWE EKO-TRANS GRAŻYNA ORŁOWSKA, HENRYK ORŁOWSKI I': '95976', 'AGD MARKET': '272610', 'PRZEDSIĘBIORSTWO ROBÓT DROGOWYCH I MOSTOWYCH': '20756', 'SILESIA-RYBNIK': '199701'"
"50005","""STRZELECKIE PRZEDSIĘBIORSTWO ROBÓT DROGOWYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W STRZELCACH OPOLSKICH""","spółka z ograniczoną odpowiedzialnością","Radosław Botuliński","583092","'PRZEDSIĘBIORSTWO ROBÓT DROGOWYCH I MOSTOWYCH': '450436'"
