"KRS","OrganizationName","LegalForm","Representatives","RepresentativesID","ConnectedOrganizations"
"30001","""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""PURI-PHARMA""""","spółka z ograniczoną odpowiedzialnością","Justyna Przybylska Skrobisz","3081583","'APTEKA POWIŚLE': '679144', 'LIBRA': '76323', 'ALOES': '680266', 'APTEKI WARSZAWSKIE': '129808', 'VITA': '597563', '""GEMINI"" HÜTTER': '582775', 'APTEKA MCGEM': '589251', 'APTEKA GEMINI': '577155', 'APTEKA TRÓJMIASTO': '679539', 'APTEKA WRZESZCZ': '679389', 'APTEKA W GALERII': '604903', 'SUPERNOVA': '617040', 'APTEKA WZGEM': '585315', 'ELFARM': '367261', 'PORTOWE APTEKI': '659177', 'GEMINI PHARM': '594459', 'GEMINI': '292628', 'APTEKI ""PHARMA""': '70023', 'APTEKA DWORCOWA W WEJHEROWIE': '583491', 'CHABROWA MR': '274039', 'EUREKA': '67936', 'APTEKI GDAŃSKIE': '269305', 'APTEKA WEJHEROWO': '679085', 'APTEKA ŻUŁAWY GDAŃSKIE': '679172', 'DANMED': '291737', 'INPHARM': '449271', 'PANAX': '206377', 'DOM VITA': '402908', 'PHARMAVIT POLSKA': '653256', 'ZDROWIE': '200453', 'PHARMALAND MEDICAMENTI': '316047', 'EKO-FARMACJA': '639377', 'APTEKA POD WAGĄ': '631270'"
"30001","""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""PURI-PHARMA""""","spółka z ograniczoną odpowiedzialnością","Marcin Zieliński","3081584","'APTEKA POWIŚLE': '679144', '""GEMINI"" HÜTTER': '582775', 'APTEKA MCGEM': '589251', 'APTEKA TRÓJMIASTO': '679539', 'APTEKA GEMINI': '577155', 'APTEKA WRZESZCZ': '679389', 'CENTRUM DYSTRYBUCJI LEKÓW': '908827', 'APTEKA WZGEM': '585315', 'GPL3': '962051', 'GEMINI PHARM': '594459', 'APTEKI ""PHARMA""': '70023', 'APTEKA DWORCOWA W WEJHEROWIE': '583491', 'FUNDACJA NA RZECZ PACJENTÓW - OPIEKA FARMACEUTYCZNA W CENTRUM UWAGI': '852687', 'PP3': '961138', 'CHABROWA MR': '274039', 'GEMINI': '292628', 'EUREKA': '67936', 'APTEKI GDAŃSKIE': '269305', 'APTEKA WEJHEROWO': '679085', 'APTEKA ŻUŁAWY GDAŃSKIE': '679172', 'DANMED': '291737', 'INPHARM': '449271', 'PANAX': '206377', 'DOM VITA': '402908', 'LIBRA': '76323', 'PHARMAVIT POLSKA': '653256', 'ALOES': '680266', 'ELFARM': '367261', 'PORTOWE APTEKI': '659177', 'PP 1': '1040521', 'APTEKA POD WAGĄ': '631270', 'ZDROWIE': '200453', 'EKO-FARMACJA': '639377', 'APTEKA W GALERII': '604903', 'APTEKI WARSZAWSKIE': '129808', 'SUPERNOVA': '617040', 'VITA': '597563', 'PHARMALAND MEDICAMENTI': '316047'"
"30001","""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""PURI-PHARMA""""","spółka z ograniczoną odpowiedzialnością","Roman Pałac","261543","'APTEKA GEMINI': '577155', 'GEMINI PHARM': '594459', 'ZDROWIE': '200453', 'PHARMALAND MEDICAMENTI': '316047', 'EKO-FARMACJA': '639377', 'APTEKA POD WAGĄ': '631270', 'FUNDACJA NA RZECZ PACJENTÓW - OPIEKA FARMACEUTYCZNA W CENTRUM UWAGI': '852687', 'APTEKI WARSZAWSKIE': '129808', 'LIBRA': '76323', 'PORTOWE APTEKI': '659177', 'ALOES': '680266', 'DANMED': '291737', 'APTEKA ""GEMINI"" HÜTTER': '582683', 'ELFARM': '367261', 'SUPERNOVA': '617040', 'VITA': '597563', '""GEMINI"" HÜTTER': '582775', 'APTEKA WZGEM': '585315', 'APTEKA W GALERII': '604903', 'GEMINI PRIVACY': '909086', 'APTEKA MCGEM': '589251', 'LABORATORIA GEMINI': '760468', 'GEMINI APPS': '804667', 'POLISH PHARMACIES': '594187', 'AGIP': '658267', 'GEMINI POLSKA': '595778', 'CLIMATICA.AI': '907765'"
"30001","""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE ""PURI-PHARMA""""","spółka z ograniczoną odpowiedzialnością","Sebastian Trzmiel","862278","'APTEKA POWIŚLE': '679144', 'APTEKA GEMINI': '577155', 'APTEKA TRÓJMIASTO': '679539', 'APTEKA WRZESZCZ': '679389', 'GEMINI PHARM': '594459', 'APTEKI ""PHARMA""': '70023', 'APTEKA DWORCOWA W WEJHEROWIE': '583491', 'CHABROWA MR': '274039', 'GEMINI': '292628', 'EUREKA': '67936', 'APTEKI GDAŃSKIE': '269305', 'APTEKA WEJHEROWO': '679085', 'APTEKA ŻUŁAWY GDAŃSKIE': '679172', 'INPHARM': '449271', 'PANAX': '206377', 'DOM VITA': '402908', 'PHARMAVIT POLSKA': '653256', 'ZDROWIE': '200453', 'PHARMALAND MEDICAMENTI': '316047', 'EKO-FARMACJA': '639377', 'APTEKA POD WAGĄ': '631270', 'APTEKI WARSZAWSKIE': '129808', 'LIBRA': '76323', 'PORTOWE APTEKI': '659177', 'ALOES': '680266', 'DANMED': '291737', 'ELFARM': '367261', 'SUPERNOVA': '617040', 'GEMINI PRIVACY': '909086', 'VITA': '597563', 'GEMINI APPS': '804667', 'LABORATORIA GEMINI': '760468', 'APTEKA W GALERII': '604903', 'APTEKA WZGEM': '585315', '""GEMINI"" HÜTTER': '582775', 'APTEKA ""GEMINI"" HÜTTER': '582683', 'GEMINI POLSKA': '595778', 'POLISH PHARMACIES': '594187', 'APTEKA MCGEM': '589251', 'AGIP': '658267'"
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Krzysztof Kuźniar","2415828",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Paweł Wdowiarz","195544",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Piotr Misiewicz","2974600",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Kamil Żurek","2403888",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Damian Trala","1359366",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Mateusz Kocur","92598",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Rafał Wozowicz","195548",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Robert Czech","469067",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Andrzej Ignas","1356601",""
"30004","""OCHOTNICZA STRAŻ POŻARNA W DĄBROWIE""","stowarzyszenie","Łukasz Jędrych","469066",""
"30005","""NUTROPHARMA""","spółka z ograniczoną odpowiedzialnością","Jacek Ostrowski","1960226",""
"30005","""NUTROPHARMA""","spółka z ograniczoną odpowiedzialnością","Iwona Wuchowicz","3103934",""
"30005","""NUTROPHARMA""","spółka z ograniczoną odpowiedzialnością","Ewa Wietrak","1509445",""
"30005","""NUTROPHARMA""","spółka z ograniczoną odpowiedzialnością","Sławomir Focht","1356602","'HOL-TRADE': '138739'"
"30005","""NUTROPHARMA""","spółka z ograniczoną odpowiedzialnością","Małgorzata Szyszko","1356604",""
"30007","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW WOJEWÓDZKIEGO OŚRODKA RUCHU DROGOWEGO W BYDGOSZCZY""","związek zawodowy","Anna Paczkowska","688654",""
"30007","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW WOJEWÓDZKIEGO OŚRODKA RUCHU DROGOWEGO W BYDGOSZCZY""","związek zawodowy","Roman Stanisławski","1356603",""
"30007","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW WOJEWÓDZKIEGO OŚRODKA RUCHU DROGOWEGO W BYDGOSZCZY""","związek zawodowy","Jadwiga Zasada","1356606",""
"30007","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW WOJEWÓDZKIEGO OŚRODKA RUCHU DROGOWEGO W BYDGOSZCZY""","związek zawodowy","Jerzy Polus","1356609",""
"30007","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW WOJEWÓDZKIEGO OŚRODKA RUCHU DROGOWEGO W BYDGOSZCZY""","związek zawodowy","Krystyna Sochacka","1356607",""
"30007","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW WOJEWÓDZKIEGO OŚRODKA RUCHU DROGOWEGO W BYDGOSZCZY""","związek zawodowy","Roman Porażyński","688657",""
"30007","""ZWIĄZEK ZAWODOWY PRACOWNIKÓW WOJEWÓDZKIEGO OŚRODKA RUCHU DROGOWEGO W BYDGOSZCZY""","związek zawodowy","Maria Przelicka","688655",""
