"KRS","OrganizationName","LegalForm","Representatives","RepresentativesID","ConnectedOrganizations"
"35000","""BROOKLYN""","spółka z ograniczoną odpowiedzialnością","Dominika Ferens","752973","'NIERUCHOMOŚCI 55': '1078092'"
"35000","""BROOKLYN""","spółka z ograniczoną odpowiedzialnością","Maciej Szczepaniak","1102124",""
"35000","""BROOKLYN""","spółka z ograniczoną odpowiedzialnością","Renata Ferens Szczepaniak","1344680",""
"35000","""BROOKLYN""","spółka z ograniczoną odpowiedzialnością","Jacek Ferens","412785",""
"35001","""CENTRUM WOLONTARIATU WE WROCŁAWIU""","stowarzyszenie","Agnieszka Skrzypczyńska","1344681",""
"35001","""CENTRUM WOLONTARIATU WE WROCŁAWIU""","stowarzyszenie","Nadejda Dąbrowska","1344678",""
"35001","""CENTRUM WOLONTARIATU WE WROCŁAWIU""","stowarzyszenie","Joanna Sarek","690651",""
"35001","""CENTRUM WOLONTARIATU WE WROCŁAWIU""","stowarzyszenie","Anna Żylińska Skopiec","1344679",""
"35001","""CENTRUM WOLONTARIATU WE WROCŁAWIU""","stowarzyszenie","Tadeusz Krasoń","1203690","'OGÓLNOPOLSKA ORGANIZACJA OSÓB NIEPEŁNOSPRAWNYCH AKTYWNYCH ZAWODOWO I SPOŁECZNIE ""AZIS""': '146077'"
"35001","""CENTRUM WOLONTARIATU WE WROCŁAWIU""","stowarzyszenie","Agata Nassim","690653",""
"35001","""CENTRUM WOLONTARIATU WE WROCŁAWIU""","stowarzyszenie","Małgorzata Gorący","1274112","'POLSKA FEDERACJA ZATRUDNIENIA WSPOMAGANEGO': '627183', 'OGÓLNOPOLSKA FEDERACJA ORGANIZACJI NA RZECZ OSÓB Z MÓZGOWYM PORAŻENIEM DZIECIĘCYM ""SIEĆ MPD""': '357882', 'POLSKA FEDERACJA ZWIĄZKÓW STOWARZYSZEŃ OSÓB NIEPEŁNOSPRAWNYCH': '101905', 'STOWARZYSZENIE ""OSTOJA"" NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIAMI': '81524'"
"35001","""CENTRUM WOLONTARIATU WE WROCŁAWIU""","stowarzyszenie","Jacek Bednarek","2867479",""
"35004","""LIPCZYŃSKI""","spółka z ograniczoną odpowiedzialnością","Rafał Lipczyński","1102122","'POMORSKA DRUŻYNA PIŁKARSKA ""OGNIWO"" SOPOT': '347484'"
"35004","""LIPCZYŃSKI""","spółka z ograniczoną odpowiedzialnością","Adam Lipczyński","1344686","'STOWARZYSZENIE OCHRONY NARODOWEGO DZIEDZICTWA MATERIALNEGO': '216504'"
"35004","""LIPCZYŃSKI""","spółka z ograniczoną odpowiedzialnością","Paweł Prasek","1059574",""
"35004","""LIPCZYŃSKI""","spółka z ograniczoną odpowiedzialnością","Kamil Szymański","2926653",""
"35004","""LIPCZYŃSKI""","spółka z ograniczoną odpowiedzialnością","Bożena Lipczyńska","937154",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Grzegorz Hylla","195832",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Kamil Szloser","195835",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Karol Kosut","195831",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Roman Krowiarz","195833",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Edyta Krowiarz","195829",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Paweł Syguła","195834",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Bartosz Fedunik","195836",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Tadeusz Legieda","1344688",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Kazimierz Fedunik","1344687",""
"35005","""OCHOTNICZA STRAŻ POŻARNA W GŁUSZYNIE""","stowarzyszenie","Tomasz Łuczak","1344689","'ZRZESZENIE NA RZECZ ROZWOJU LOKALNEGO ""ZIELONA WIEŚ""': '308113'"
"35010","""TM TOYS""","spółka z ograniczoną odpowiedzialnością","Daniel Wojsław","142559","'EVO CE': '12459', 'TM INVEST': '243479'"
"35010","""TM TOYS""","spółka z ograniczoną odpowiedzialnością","Radosław Hec","1482643","'EVO CE': '12459', 'TM INVEST': '243479'"
"35010","""TM TOYS""","spółka z ograniczoną odpowiedzialnością","Magdalena Łukaszewska","1189131","'TM INVEST': '243479'"
"35010","""TM TOYS""","spółka z ograniczoną odpowiedzialnością","Hans Persson","2867506",""
"35014","""COLGATE-PALMOLIVE (POLAND)""","spółka z ograniczoną odpowiedzialnością","Ingrid Stewart","3204286",""
"35014","""COLGATE-PALMOLIVE (POLAND)""","spółka z ograniczoną odpowiedzialnością","Richard Quiroz","3036808",""
"35014","""COLGATE-PALMOLIVE (POLAND)""","spółka z ograniczoną odpowiedzialnością","Maciej Ozdowski","1344691","'POLSKIE STOWARZYSZENIE PRAWNIKÓW PRZEDSIĘBIORSTW': '345142'"
"35014","""COLGATE-PALMOLIVE (POLAND)""","spółka z ograniczoną odpowiedzialnością","Wojciech Król","1344690",""
"35016","""OUTINORD POLSKA""","spółka z ograniczoną odpowiedzialnością","Jean-Pierre Marin","2866892",""
"35017","""PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""NATIZ""""","spółka z ograniczoną odpowiedzialnością","Krzysztof Celny","1102129",""
"35018","""MEDIPOZ""","spółka z ograniczoną odpowiedzialnością","Marian Kuśka","1102132",""
"35018","""MEDIPOZ""","spółka z ograniczoną odpowiedzialnością","Janusz Chmielowski","1102133",""
"35018","""MEDIPOZ""","spółka z ograniczoną odpowiedzialnością","Barbara Walczak","1344699",""
"35018","""MEDIPOZ""","spółka z ograniczoną odpowiedzialnością","Jolanta Nych","1344698",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Marcin Dzielski","128204",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Marcin Dzielski","2853272",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Bartłomiej Dzielski","2853275",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Bartłomiej Błachuta","463228",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Sylwester Habas","2853273",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Stanisław Zając","2853274",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Sylwester Pęksa","1012601",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Andrzej Burdyn","1344706",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Józef Dzielski","2866899",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Józef Bielański","2866901",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Mieczysław Habas","2866903",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Józef Wesoły","2866905",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Józef Łyszczarczyk","2866909",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Stanisław Jasień","2866897",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Stefan Dziąba","2866907",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Jan Krzysiak","2866911",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Roman Łajka","2866919",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Jan Landowski","2866926",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Tadeusz Błachuta","2866929",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Stanisław Fiedor","2866895",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Franciszek Dzielski","2866914",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Stanisław Wesołkowski","2866916",""
"35020","""OCHOTNICZA STRAŻ POŻARNA W DZIALE""","stowarzyszenie","Stanisław Dzielski","2866922",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Łukasz Baran","161677",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Adam Musialski","1344708",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Łukasz Liber","2859898",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Przemysław Bogaczyk","3213616",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Marzena Maślanka","3213618",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Aleksandra Kulig","3213615",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Aleksandra Lisowska","3213617",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Grażyna Pawlik","3213619",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Marcin Barnowski","161678",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Kinga Porębska","161679",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Stanisław Porębski","2866900",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Piotr Łomnicki","2866904",""
"35023","""OCHOTNICZA STRAŻ POŻARNA W KOSARZYSKACH""","stowarzyszenie","Mieczysław Kupczak","2866912",""
