"KRS","OrganizationName","LegalForm","Representatives","RepresentativesID","ConnectedOrganizations"
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Elżbieta O'dwyer","3131678",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Elżbieta Rużyła","2566387",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Krzysztof Lewczuk","1382594",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Beata Gumienny","1382595","'TOWARZYSTWO NASZ DOM': '50053'"
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Małgorzata Dańczak Maksym","1382597",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Maria Kurasz","1032228","'STOWARZYSZENIE ""JESTEŚMY RAZEM W RUSZELCZYCACH""': '416857'"
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Ewa Majewska","1382596","'POLSKIE TOWARZYSTWO WALKI Z KALECTWEM ODDZIAŁ W PRZEMYŚLU': '20967'"
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Agata Dziugiewicz","1032225",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Jadwiga Budzińska","1382593","'POLSKIE TOWARZYSTWO WALKI Z KALECTWEM ODDZIAŁ W PRZEMYŚLU': '20967'"
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Maria Pstrąg","692640",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Jadwiga Kulpińska","692632",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Wiesław Solarz","692633",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Irena Puchelak","692637",""
"15000","""POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W PRZEMYŚLU""","stowarzyszenie","Zofia Roczniak","692634","'SPÓŁDZIELNIA MIESZKANIOWA ""PŁYTA""': '188066'"
"15001","""B.E.M.""","spółka z ograniczoną odpowiedzialnością","Bożena Mazur","1382598",""
"15001","""B.E.M.""","spółka z ograniczoną odpowiedzialnością","Elżbieta Rek","1382599",""
"15001","""B.E.M.""","spółka z ograniczoną odpowiedzialnością","Marta Muszyńska","1113821","'TOC CONSULTING POLSKA': '42808'"
"15002","""SPIE OPCO""","spółka z ograniczoną odpowiedzialnością","Łukasz Milczarek","3221670",""
"15002","""SPIE OPCO""","spółka z ograniczoną odpowiedzialnością","Artur Tomczyk","36779","'SPIE BUILDING SOLUTIONS': '36779', 'ZARZĄD DRÓG I MOSTÓW': '132636'"
"15002","""SPIE OPCO""","spółka z ograniczoną odpowiedzialnością","Łukasz Nowiński","1176482","'SPIE POLAND HOLDING': '1103837', 'SPIE CENTRAL EUROPE': '748054', 'DOOR GROUP CD': '529067', 'NOWIŃSKI CONSULTING': '837847', 'ŁUKASZ NOWIŃSKI CONSULTING': '543143', 'GDT': '402226'"
"15002","""SPIE OPCO""","spółka z ograniczoną odpowiedzialnością","Robert Nobis","1347851","'ADMINISTRACJA & PROPERTY MANAGEMENT': '673739'"
"15005","""KOMITET OBCHODÓW 25-LECIA PODOKRĘGU TYCHY""","stowarzyszenie","Zygmunt Karakuszka","1032231",""
